#PolyID,X,Y,Usage ,/,Topography,Habitats,Altitude
25,209145.9753,3229996.878,-,/,-,-,-
25,209101.8184,3229969.881,-,/,-,-,-
25,209057.3362,3229940.173,-,/,-,-,-
25,208985.643,3229902.802,-,/,-,-,-
25,208928.0115,3229860.898,-,/,-,-,-
25,208891.1582,3229839.397,-,/,-,-,-
25,208829.5959,3229791.568,-,/,-,-,-
25,208786.5113,3229746.252,-,/,-,-,-
26,207536.2736,3230562.033,911.88,/,Ridgeline,Grassland ,4000
26,207601.463,3230555.716,-,/,-,-,-
26,207653.7984,3230564.599,-,/,-,-,-
26,207771.5239,3230643.087,-,/,-,-,-
26,207800.9807,3230659.136,-,/,-,-,-
26,207852.5518,3230637.077,-,/,-,-,-
26,207875.0159,3230578.488,-,/,-,-,-
26,207934.555,3230535.138,-,/,-,-,-
26,207982.1011,3230507.638,-,/,-,-,-
